round,hs_code,product_description,category,implementation_date,mfn_tariff_rate,additional_tariff_rate,total_tariff_rate,annual_import_value_millions,note
6,08678161,美国产橙子，新鲜,食用水果及坚果,2024-07-15,5.8,25,30.8,6.58,针对美国新一轮加征关税的对等反制措施
6,87305375,美国产乘用车，排量为4788cc,车辆及其零件、附件,2024-07-15,4.7,10,14.7,172.61,针对美国新一轮加征关税的对等反制措施
6,22254323,美国产饮料、酒及醋产品，规格型号254323,饮料、酒及醋,2024-07-15,3.9,25,28.9,58.47,针对美国新一轮加征关税的对等反制措施
6,12364643,美国产大豆，用于饲料,油籽、子仁、工业用或药用植物、饲料,2024-07-15,7.2,10,17.2,153.33,针对美国新一轮加征关税的对等反制措施
6,85655526,美国产存储器，用于工业,电机、电气设备及其零件,2024-07-15,6.6,25,31.6,167.13,针对美国新一轮加征关税的对等反制措施
6,30593128,美国产药品产品，规格型号593128,药品,2024-07-15,7.2,10,17.2,144.96,针对美国新一轮加征关税的对等反制措施
6,30592407,美国产药品产品，规格型号592407,药品,2024-07-15,10.0,25,35.0,54.81,针对美国新一轮加征关税的对等反制措施
6,22892030,美国产饮料、酒及醋产品，规格型号892030,饮料、酒及醋,2024-07-15,4.5,10,14.5,119.34,针对美国新一轮加征关税的对等反制措施
6,38327972,美国产杂项化学产品产品，规格型号327972,杂项化学产品,2024-07-15,9.0,25,34.0,28.26,针对美国新一轮加征关税的对等反制措施
6,04999946,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号999946,乳品、禽蛋、天然蜂蜜等,2024-07-15,5.2,25,30.2,37.71,针对美国新一轮加征关税的对等反制措施
6,30958556,美国产药品产品，规格型号958556,药品,2024-07-15,6.6,15,21.6,51.87,针对美国新一轮加征关税的对等反制措施
6,27284032,美国产矿物燃料、矿物油及其产品产品，规格型号284032,矿物燃料、矿物油及其产品,2024-07-15,7.9,25,32.9,191.21,针对美国新一轮加征关税的对等反制措施
6,10970910,美国产谷物产品，规格型号970910,谷物,2024-07-15,7.1,10,17.1,37.58,针对美国新一轮加征关税的对等反制措施
6,12632874,美国产亚麻籽，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2024-07-15,6.5,15,21.5,14.78,针对美国新一轮加征关税的对等反制措施
6,30308491,美国产药品产品，规格型号308491,药品,2024-07-15,9.7,10,19.7,114.78,针对美国新一轮加征关税的对等反制措施
6,12319917,美国产花生，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2024-07-15,6.0,25,31.0,35.78,针对美国新一轮加征关税的对等反制措施
6,10461354,美国产谷物产品，规格型号461354,谷物,2024-07-15,7.6,25,32.6,197.29,针对美国新一轮加征关税的对等反制措施
6,30526843,美国产药品产品，规格型号526843,药品,2024-07-15,9.0,25,34.0,78.95,针对美国新一轮加征关税的对等反制措施
6,10815731,美国产谷物产品，规格型号815731,谷物,2024-07-15,2.2,10,12.2,183.15,针对美国新一轮加征关税的对等反制措施
6,27974042,美国产矿物燃料、矿物油及其产品产品，规格型号974042,矿物燃料、矿物油及其产品,2024-07-15,6.0,10,16.0,136.9,针对美国新一轮加征关税的对等反制措施
6,04169147,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号169147,乳品、禽蛋、天然蜂蜜等,2024-07-15,3.7,25,28.7,26.78,针对美国新一轮加征关税的对等反制措施
6,90303304,美国产光学、照相、医疗等设备及零件产品，规格型号303304,光学、照相、医疗等设备及零件,2024-07-15,9.5,10,19.5,2.07,针对美国新一轮加征关税的对等反制措施
6,85041533,美国产发动机，用于工业,电机、电气设备及其零件,2024-07-15,6.0,25,31.0,137.61,针对美国新一轮加征关税的对等反制措施
6,12143358,美国产亚麻籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2024-07-15,6.5,25,31.5,131.22,针对美国新一轮加征关税的对等反制措施
6,87813434,美国产乘用车，功率为3040cc,车辆及其零件、附件,2024-07-15,7.1,25,32.1,23.05,针对美国新一轮加征关税的对等反制措施
6,08693756,美国产橙子，新鲜,食用水果及坚果,2024-07-15,6.7,10,16.7,125.26,针对美国新一轮加征关税的对等反制措施
6,30256702,美国产药品产品，规格型号256702,药品,2024-07-15,5.6,15,20.6,20.79,针对美国新一轮加征关税的对等反制措施
6,39173353,美国产塑料及其制品产品，规格型号173353,塑料及其制品,2024-07-15,4.3,10,14.3,91.2,针对美国新一轮加征关税的对等反制措施
6,28835628,美国产无机化学品产品，规格型号835628,无机化学品,2024-07-15,2.7,15,17.7,173.54,针对美国新一轮加征关税的对等反制措施
6,03017828,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号017828,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,4.2,25,29.2,27.03,针对美国新一轮加征关税的对等反制措施
6,10591508,美国产谷物产品，规格型号591508,谷物,2024-07-15,7.2,15,22.2,8.76,针对美国新一轮加征关税的对等反制措施
6,28420229,美国产无机化学品产品，规格型号420229,无机化学品,2024-07-15,2.5,15,17.5,22.96,针对美国新一轮加征关税的对等反制措施
6,03296666,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号296666,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,3.7,15,18.7,130.04,针对美国新一轮加征关税的对等反制措施
6,02048030,美国产牛肉，新鲜，去骨,肉及食用杂碎,2024-07-15,9.5,10,19.5,116.86,针对美国新一轮加征关税的对等反制措施
6,28779400,美国产无机化学品产品，规格型号779400,无机化学品,2024-07-15,6.5,10,16.5,155.18,针对美国新一轮加征关税的对等反制措施
6,28177534,美国产无机化学品产品，规格型号177534,无机化学品,2024-07-15,8.2,15,23.2,97.15,针对美国新一轮加征关税的对等反制措施
6,28766843,美国产无机化学品产品，规格型号766843,无机化学品,2024-07-15,4.8,10,14.8,1.87,针对美国新一轮加征关税的对等反制措施
6,38152713,美国产杂项化学产品产品，规格型号152713,杂项化学产品,2024-07-15,5.4,15,20.4,26.12,针对美国新一轮加征关税的对等反制措施
6,87853000,美国产货车，排量为2212cc,车辆及其零件、附件,2024-07-15,8.3,15,23.3,86.15,针对美国新一轮加征关税的对等反制措施
6,02648115,美国产禽肉，新鲜，去骨,肉及食用杂碎,2024-07-15,8.9,10,18.9,68.72,针对美国新一轮加征关税的对等反制措施
6,27995070,美国产矿物燃料、矿物油及其产品产品，规格型号995070,矿物燃料、矿物油及其产品,2024-07-15,8.4,15,23.4,41.84,针对美国新一轮加征关税的对等反制措施
6,10847825,美国产谷物产品，规格型号847825,谷物,2024-07-15,3.5,25,28.5,10.73,针对美国新一轮加征关税的对等反制措施
6,27632067,美国产矿物燃料、矿物油及其产品产品，规格型号632067,矿物燃料、矿物油及其产品,2024-07-15,3.9,10,13.9,138.9,针对美国新一轮加征关税的对等反制措施
6,28582599,美国产无机化学品产品，规格型号582599,无机化学品,2024-07-15,7.7,25,32.7,141.12,针对美国新一轮加征关税的对等反制措施
6,85956521,美国产电机，用于民用,电机、电气设备及其零件,2024-07-15,5.9,25,30.9,67.45,针对美国新一轮加征关税的对等反制措施
6,27681092,美国产矿物燃料、矿物油及其产品产品，规格型号681092,矿物燃料、矿物油及其产品,2024-07-15,2.6,10,12.6,196.46,针对美国新一轮加征关税的对等反制措施
6,08449883,美国产核桃，新鲜,食用水果及坚果,2024-07-15,3.4,15,18.4,131.04,针对美国新一轮加征关税的对等反制措施
6,90344518,美国产光学、照相、医疗等设备及零件产品，规格型号344518,光学、照相、医疗等设备及零件,2024-07-15,2.6,10,12.6,32.56,针对美国新一轮加征关税的对等反制措施
6,90322736,美国产光学、照相、医疗等设备及零件产品，规格型号322736,光学、照相、医疗等设备及零件,2024-07-15,3.3,15,18.3,61.31,针对美国新一轮加征关税的对等反制措施
6,02853566,美国产牛肉，新鲜，去骨,肉及食用杂碎,2024-07-15,4.8,15,19.8,39.6,针对美国新一轮加征关税的对等反制措施
6,08159728,美国产苹果，新鲜,食用水果及坚果,2024-07-15,4.3,25,29.3,115.73,针对美国新一轮加征关税的对等反制措施
6,38134281,美国产杂项化学产品产品，规格型号134281,杂项化学产品,2024-07-15,3.0,15,18.0,107.05,针对美国新一轮加征关税的对等反制措施
6,27908762,美国产矿物燃料、矿物油及其产品产品，规格型号908762,矿物燃料、矿物油及其产品,2024-07-15,8.6,25,33.6,138.97,针对美国新一轮加征关税的对等反制措施
6,03247866,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号247866,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,9.4,10,19.4,195.16,针对美国新一轮加征关税的对等反制措施
6,08756412,美国产樱桃，新鲜,食用水果及坚果,2024-07-15,8.1,15,23.1,109.9,针对美国新一轮加征关税的对等反制措施
6,90926242,美国产光学、照相、医疗等设备及零件产品，规格型号926242,光学、照相、医疗等设备及零件,2024-07-15,3.3,10,13.3,171.74,针对美国新一轮加征关税的对等反制措施
6,84397304,美国产阀门，用于商业,核反应堆、锅炉、机械器具及零件,2024-07-15,7.9,10,17.9,22.48,针对美国新一轮加征关税的对等反制措施
6,28371577,美国产无机化学品产品，规格型号371577,无机化学品,2024-07-15,6.1,15,21.1,88.42,针对美国新一轮加征关税的对等反制措施
6,27818767,美国产矿物燃料、矿物油及其产品产品，规格型号818767,矿物燃料、矿物油及其产品,2024-07-15,6.5,10,16.5,104.59,针对美国新一轮加征关税的对等反制措施
6,30938495,美国产药品产品，规格型号938495,药品,2024-07-15,7.1,25,32.1,162.2,针对美国新一轮加征关税的对等反制措施
6,04546300,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号546300,乳品、禽蛋、天然蜂蜜等,2024-07-15,5.2,15,20.2,39.88,针对美国新一轮加征关税的对等反制措施
6,87056299,美国产货车，功率为2090cc,车辆及其零件、附件,2024-07-15,2.9,10,12.9,119.93,针对美国新一轮加征关税的对等反制措施
6,12255724,美国产花生，用于饲料,油籽、子仁、工业用或药用植物、饲料,2024-07-15,8.3,25,33.3,154.68,针对美国新一轮加征关税的对等反制措施
6,08963692,美国产苹果，新鲜,食用水果及坚果,2024-07-15,3.9,15,18.9,104.64,针对美国新一轮加征关税的对等反制措施
6,39732853,美国产塑料及其制品产品，规格型号732853,塑料及其制品,2024-07-15,4.6,15,19.6,98.05,针对美国新一轮加征关税的对等反制措施
6,10820322,美国产谷物产品，规格型号820322,谷物,2024-07-15,9.9,15,24.9,134.27,针对美国新一轮加征关税的对等反制措施
6,30681018,美国产药品产品，规格型号681018,药品,2024-07-15,7.2,25,32.2,150.14,针对美国新一轮加征关税的对等反制措施
6,02153121,美国产牛肉，新鲜，带骨,肉及食用杂碎,2024-07-15,7.7,15,22.7,184.11,针对美国新一轮加征关税的对等反制措施
6,38003125,美国产杂项化学产品产品，规格型号003125,杂项化学产品,2024-07-15,2.6,10,12.6,192.86,针对美国新一轮加征关税的对等反制措施
6,29521192,美国产有机化学品产品，规格型号521192,有机化学品,2024-07-15,6.6,10,16.6,40.59,针对美国新一轮加征关税的对等反制措施
6,08406492,美国产核桃，干燥,食用水果及坚果,2024-07-15,3.2,10,13.2,143.9,针对美国新一轮加征关税的对等反制措施
6,03791997,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号791997,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,5.6,15,20.6,68.99,针对美国新一轮加征关税的对等反制措施
6,28434805,美国产无机化学品产品，规格型号434805,无机化学品,2024-07-15,5.9,10,15.9,169.63,针对美国新一轮加征关税的对等反制措施
6,04276643,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号276643,乳品、禽蛋、天然蜂蜜等,2024-07-15,3.2,15,18.2,69.7,针对美国新一轮加征关税的对等反制措施
6,87721880,美国产货车，功率为3870cc,车辆及其零件、附件,2024-07-15,8.0,15,23.0,34.45,针对美国新一轮加征关税的对等反制措施
6,30439899,美国产药品产品，规格型号439899,药品,2024-07-15,9.2,25,34.2,164.67,针对美国新一轮加征关税的对等反制措施
6,90463904,美国产光学、照相、医疗等设备及零件产品，规格型号463904,光学、照相、医疗等设备及零件,2024-07-15,7.7,10,17.7,25.46,针对美国新一轮加征关税的对等反制措施
6,38862311,美国产杂项化学产品产品，规格型号862311,杂项化学产品,2024-07-15,4.5,10,14.5,70.47,针对美国新一轮加征关税的对等反制措施
6,30293325,美国产药品产品，规格型号293325,药品,2024-07-15,2.4,25,27.4,39.96,针对美国新一轮加征关税的对等反制措施
6,12182943,美国产亚麻籽，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2024-07-15,8.8,10,18.8,107.68,针对美国新一轮加征关税的对等反制措施
6,04221898,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号221898,乳品、禽蛋、天然蜂蜜等,2024-07-15,4.1,15,19.1,161.22,针对美国新一轮加征关税的对等反制措施
6,90140289,美国产光学、照相、医疗等设备及零件产品，规格型号140289,光学、照相、医疗等设备及零件,2024-07-15,8.1,15,23.1,195.19,针对美国新一轮加征关税的对等反制措施
6,04009640,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号009640,乳品、禽蛋、天然蜂蜜等,2024-07-15,6.2,25,31.2,17.94,针对美国新一轮加征关税的对等反制措施
6,10313447,美国产谷物产品，规格型号313447,谷物,2024-07-15,3.7,15,18.7,22.79,针对美国新一轮加征关税的对等反制措施
6,87283619,美国产乘用车，排量为2900cc,车辆及其零件、附件,2024-07-15,9.4,15,24.4,169.7,针对美国新一轮加征关税的对等反制措施
6,08118649,美国产橙子，干燥,食用水果及坚果,2024-07-15,2.0,10,12.0,183.02,针对美国新一轮加征关税的对等反制措施
6,03048002,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号048002,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,5.6,25,30.6,184.46,针对美国新一轮加征关税的对等反制措施
6,10308987,美国产谷物产品，规格型号308987,谷物,2024-07-15,8.5,15,23.5,187.57,针对美国新一轮加征关税的对等反制措施
6,22695461,美国产饮料、酒及醋产品，规格型号695461,饮料、酒及醋,2024-07-15,5.9,10,15.9,82.89,针对美国新一轮加征关税的对等反制措施
6,90011830,美国产光学、照相、医疗等设备及零件产品，规格型号011830,光学、照相、医疗等设备及零件,2024-07-15,9.4,15,24.4,131.93,针对美国新一轮加征关税的对等反制措施
6,85176156,美国产发动机，用于工业,电机、电气设备及其零件,2024-07-15,7.2,10,17.2,54.17,针对美国新一轮加征关税的对等反制措施
6,03710186,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号710186,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,9.9,10,19.9,150.31,针对美国新一轮加征关税的对等反制措施
6,39023014,美国产塑料及其制品产品，规格型号023014,塑料及其制品,2024-07-15,3.3,25,28.3,103.08,针对美国新一轮加征关税的对等反制措施
6,10625129,美国产谷物产品，规格型号625129,谷物,2024-07-15,6.1,25,31.1,30.31,针对美国新一轮加征关税的对等反制措施
6,87980246,美国产越野车，功率为1886cc,车辆及其零件、附件,2024-07-15,2.9,10,12.9,19.3,针对美国新一轮加征关税的对等反制措施
6,84003938,美国产发动机，用于农业,核反应堆、锅炉、机械器具及零件,2024-07-15,4.6,10,14.6,39.41,针对美国新一轮加征关税的对等反制措施
6,12449819,美国产亚麻籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2024-07-15,3.3,15,18.3,91.52,针对美国新一轮加征关税的对等反制措施
6,85636733,美国产泵，用于工业,电机、电气设备及其零件,2024-07-15,3.3,25,28.3,186.35,针对美国新一轮加征关税的对等反制措施
6,04959330,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号959330,乳品、禽蛋、天然蜂蜜等,2024-07-15,2.5,10,12.5,28.1,针对美国新一轮加征关税的对等反制措施
6,85197167,美国产泵，用于民用,电机、电气设备及其零件,2024-07-15,2.3,10,12.3,165.33,针对美国新一轮加征关税的对等反制措施
6,29459684,美国产有机化学品产品，规格型号459684,有机化学品,2024-07-15,9.8,15,24.8,45.52,针对美国新一轮加征关税的对等反制措施
6,30282762,美国产药品产品，规格型号282762,药品,2024-07-15,2.2,10,12.2,155.35,针对美国新一轮加征关税的对等反制措施
6,30169975,美国产药品产品，规格型号169975,药品,2024-07-15,6.8,25,31.8,148.94,针对美国新一轮加征关税的对等反制措施
6,12528377,美国产葵花籽，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2024-07-15,9.6,25,34.6,59.27,针对美国新一轮加征关税的对等反制措施
6,04744284,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号744284,乳品、禽蛋、天然蜂蜜等,2024-07-15,5.3,10,15.3,44.58,针对美国新一轮加征关税的对等反制措施
6,04653293,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号653293,乳品、禽蛋、天然蜂蜜等,2024-07-15,7.7,15,22.7,176.65,针对美国新一轮加征关税的对等反制措施
6,28136972,美国产无机化学品产品，规格型号136972,无机化学品,2024-07-15,3.5,15,18.5,22.21,针对美国新一轮加征关税的对等反制措施
6,08165189,美国产橙子，干燥,食用水果及坚果,2024-07-15,9.1,15,24.1,55.0,针对美国新一轮加征关税的对等反制措施
6,90411391,美国产光学、照相、医疗等设备及零件产品，规格型号411391,光学、照相、医疗等设备及零件,2024-07-15,3.4,10,13.4,70.1,针对美国新一轮加征关税的对等反制措施
6,29809903,美国产有机化学品产品，规格型号809903,有机化学品,2024-07-15,2.2,25,27.2,86.89,针对美国新一轮加征关税的对等反制措施
6,85113243,美国产电机，用于商业,电机、电气设备及其零件,2024-07-15,5.6,25,30.6,181.74,针对美国新一轮加征关税的对等反制措施
6,03315694,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号315694,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,6.5,15,21.5,53.3,针对美国新一轮加征关税的对等反制措施
6,10641154,美国产谷物产品，规格型号641154,谷物,2024-07-15,9.8,15,24.8,4.32,针对美国新一轮加征关税的对等反制措施
6,84732258,美国产泵，用于农业,核反应堆、锅炉、机械器具及零件,2024-07-15,9.1,15,24.1,133.64,针对美国新一轮加征关税的对等反制措施
6,27415188,美国产矿物燃料、矿物油及其产品产品，规格型号415188,矿物燃料、矿物油及其产品,2024-07-15,4.9,25,29.9,14.43,针对美国新一轮加征关税的对等反制措施
6,03711684,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号711684,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,8.8,10,18.8,94.51,针对美国新一轮加征关税的对等反制措施
6,03214479,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号214479,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,4.6,15,19.6,103.61,针对美国新一轮加征关税的对等反制措施
6,85425221,美国产电机，用于工业,电机、电气设备及其零件,2024-07-15,6.0,10,16.0,156.09,针对美国新一轮加征关税的对等反制措施
6,90629063,美国产光学、照相、医疗等设备及零件产品，规格型号629063,光学、照相、医疗等设备及零件,2024-07-15,3.3,25,28.3,132.15,针对美国新一轮加征关税的对等反制措施
6,12082719,美国产葵花籽，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2024-07-15,4.1,25,29.1,105.93,针对美国新一轮加征关税的对等反制措施
6,84448187,美国产泵，用于商业,核反应堆、锅炉、机械器具及零件,2024-07-15,2.3,25,27.3,71.4,针对美国新一轮加征关税的对等反制措施
6,90265116,美国产光学、照相、医疗等设备及零件产品，规格型号265116,光学、照相、医疗等设备及零件,2024-07-15,7.0,15,22.0,176.01,针对美国新一轮加征关税的对等反制措施
6,04811162,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号811162,乳品、禽蛋、天然蜂蜜等,2024-07-15,9.5,15,24.5,142.89,针对美国新一轮加征关税的对等反制措施
6,03887306,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号887306,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,5.3,25,30.3,42.54,针对美国新一轮加征关税的对等反制措施
6,22607746,美国产饮料、酒及醋产品，规格型号607746,饮料、酒及醋,2024-07-15,7.0,15,22.0,58.38,针对美国新一轮加征关税的对等反制措施
6,30971319,美国产药品产品，规格型号971319,药品,2024-07-15,2.1,15,17.1,102.03,针对美国新一轮加征关税的对等反制措施
6,90930944,美国产光学、照相、医疗等设备及零件产品，规格型号930944,光学、照相、医疗等设备及零件,2024-07-15,8.2,15,23.2,98.32,针对美国新一轮加征关税的对等反制措施
6,84562407,美国产处理器，用于民用,核反应堆、锅炉、机械器具及零件,2024-07-15,8.4,25,33.4,132.49,针对美国新一轮加征关税的对等反制措施
6,39546041,美国产塑料及其制品产品，规格型号546041,塑料及其制品,2024-07-15,9.5,25,34.5,156.06,针对美国新一轮加征关税的对等反制措施
6,29771148,美国产有机化学品产品，规格型号771148,有机化学品,2024-07-15,6.9,10,16.9,152.04,针对美国新一轮加征关税的对等反制措施
6,03508480,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号508480,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,6.7,10,16.7,75.84,针对美国新一轮加征关税的对等反制措施
6,03958464,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号958464,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,8.1,10,18.1,144.16,针对美国新一轮加征关税的对等反制措施
6,87777181,美国产越野车，排量为4643cc,车辆及其零件、附件,2024-07-15,2.9,25,27.9,97.87,针对美国新一轮加征关税的对等反制措施
6,90847016,美国产光学、照相、医疗等设备及零件产品，规格型号847016,光学、照相、医疗等设备及零件,2024-07-15,3.0,25,28.0,128.28,针对美国新一轮加征关税的对等反制措施
6,12903732,美国产花生，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2024-07-15,4.1,10,14.1,187.82,针对美国新一轮加征关税的对等反制措施
6,84018257,美国产泵，用于农业,核反应堆、锅炉、机械器具及零件,2024-07-15,2.6,15,17.6,170.29,针对美国新一轮加征关税的对等反制措施
6,39759045,美国产塑料及其制品产品，规格型号759045,塑料及其制品,2024-07-15,4.1,25,29.1,103.66,针对美国新一轮加征关税的对等反制措施
6,39888946,美国产塑料及其制品产品，规格型号888946,塑料及其制品,2024-07-15,3.1,25,28.1,182.92,针对美国新一轮加征关税的对等反制措施
6,22524260,美国产饮料、酒及醋产品，规格型号524260,饮料、酒及醋,2024-07-15,2.9,15,17.9,79.29,针对美国新一轮加征关税的对等反制措施
6,27261945,美国产矿物燃料、矿物油及其产品产品，规格型号261945,矿物燃料、矿物油及其产品,2024-07-15,6.8,10,16.8,182.72,针对美国新一轮加征关税的对等反制措施
6,27912130,美国产矿物燃料、矿物油及其产品产品，规格型号912130,矿物燃料、矿物油及其产品,2024-07-15,9.1,10,19.1,121.13,针对美国新一轮加征关税的对等反制措施
6,22930823,美国产饮料、酒及醋产品，规格型号930823,饮料、酒及醋,2024-07-15,8.8,25,33.8,65.61,针对美国新一轮加征关税的对等反制措施
6,12926796,美国产葵花籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2024-07-15,5.1,15,20.1,32.26,针对美国新一轮加征关税的对等反制措施
6,04419025,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号419025,乳品、禽蛋、天然蜂蜜等,2024-07-15,7.3,15,22.3,49.2,针对美国新一轮加征关税的对等反制措施
6,90112798,美国产光学、照相、医疗等设备及零件产品，规格型号112798,光学、照相、医疗等设备及零件,2024-07-15,8.7,10,18.7,93.29,针对美国新一轮加征关税的对等反制措施
6,02578182,美国产猪肉，冷冻，去骨,肉及食用杂碎,2024-07-15,5.0,10,15.0,76.8,针对美国新一轮加征关税的对等反制措施
6,04834458,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号834458,乳品、禽蛋、天然蜂蜜等,2024-07-15,6.1,15,21.1,77.73,针对美国新一轮加征关税的对等反制措施
6,27202355,美国产矿物燃料、矿物油及其产品产品，规格型号202355,矿物燃料、矿物油及其产品,2024-07-15,5.2,25,30.2,56.53,针对美国新一轮加征关税的对等反制措施
6,10071804,美国产谷物产品，规格型号071804,谷物,2024-07-15,7.4,15,22.4,144.5,针对美国新一轮加征关税的对等反制措施
6,10130820,美国产谷物产品，规格型号130820,谷物,2024-07-15,2.9,10,12.9,69.52,针对美国新一轮加征关税的对等反制措施
6,28881911,美国产无机化学品产品，规格型号881911,无机化学品,2024-07-15,3.9,15,18.9,175.31,针对美国新一轮加征关税的对等反制措施
6,12355105,美国产葵花籽，用于食品加工,油籽、子仁、工业用或药用植物、饲料,2024-07-15,5.1,15,20.1,87.34,针对美国新一轮加征关税的对等反制措施
6,87556986,美国产货车，功率为1274cc,车辆及其零件、附件,2024-07-15,4.5,10,14.5,37.77,针对美国新一轮加征关税的对等反制措施
6,30088422,美国产药品产品，规格型号088422,药品,2024-07-15,3.1,15,18.1,105.63,针对美国新一轮加征关税的对等反制措施
6,02774727,美国产禽肉，新鲜，带骨,肉及食用杂碎,2024-07-15,3.9,15,18.9,48.49,针对美国新一轮加征关税的对等反制措施
6,08373204,美国产杏仁，新鲜,食用水果及坚果,2024-07-15,6.4,15,21.4,77.03,针对美国新一轮加征关税的对等反制措施
6,12418558,美国产葵花籽，用于饲料,油籽、子仁、工业用或药用植物、饲料,2024-07-15,3.1,15,18.1,125.6,针对美国新一轮加征关税的对等反制措施
6,28719468,美国产无机化学品产品，规格型号719468,无机化学品,2024-07-15,5.0,15,20.0,3.35,针对美国新一轮加征关税的对等反制措施
6,22925234,美国产饮料、酒及醋产品，规格型号925234,饮料、酒及醋,2024-07-15,8.3,25,33.3,73.02,针对美国新一轮加征关税的对等反制措施
6,12811171,美国产花生，用于饲料,油籽、子仁、工业用或药用植物、饲料,2024-07-15,8.4,25,33.4,27.0,针对美国新一轮加征关税的对等反制措施
6,38692348,美国产杂项化学产品产品，规格型号692348,杂项化学产品,2024-07-15,3.7,15,18.7,12.24,针对美国新一轮加征关税的对等反制措施
6,39388292,美国产塑料及其制品产品，规格型号388292,塑料及其制品,2024-07-15,3.9,10,13.9,16.24,针对美国新一轮加征关税的对等反制措施
6,03881288,美国产鱼、甲壳动物、软体动物及其他水生无脊椎动物产品，规格型号881288,鱼、甲壳动物、软体动物及其他水生无脊椎动物,2024-07-15,2.5,25,27.5,166.49,针对美国新一轮加征关税的对等反制措施
6,85372027,美国产处理器，用于农业,电机、电气设备及其零件,2024-07-15,7.0,10,17.0,86.71,针对美国新一轮加征关税的对等反制措施
6,08215296,美国产苹果，干燥,食用水果及坚果,2024-07-15,2.8,25,27.8,34.09,针对美国新一轮加征关税的对等反制措施
6,10493932,美国产谷物产品，规格型号493932,谷物,2024-07-15,2.6,10,12.6,39.52,针对美国新一轮加征关税的对等反制措施
6,87104256,美国产乘用车，功率为3197cc,车辆及其零件、附件,2024-07-15,7.2,25,32.2,76.98,针对美国新一轮加征关税的对等反制措施
6,38781980,美国产杂项化学产品产品，规格型号781980,杂项化学产品,2024-07-15,2.1,15,17.1,84.87,针对美国新一轮加征关税的对等反制措施
6,10241467,美国产谷物产品，规格型号241467,谷物,2024-07-15,7.9,25,32.9,198.57,针对美国新一轮加征关税的对等反制措施
6,39264219,美国产塑料及其制品产品，规格型号264219,塑料及其制品,2024-07-15,2.7,15,17.7,120.9,针对美国新一轮加征关税的对等反制措施
6,12343127,美国产花生，用于压榨油,油籽、子仁、工业用或药用植物、饲料,2024-07-15,8.6,10,18.6,61.73,针对美国新一轮加征关税的对等反制措施
6,04982419,美国产乳品、禽蛋、天然蜂蜜等产品，规格型号982419,乳品、禽蛋、天然蜂蜜等,2024-07-15,3.9,15,18.9,180.14,针对美国新一轮加征关税的对等反制措施
6,85242020,美国产处理器，用于商业,电机、电气设备及其零件,2024-07-15,3.7,15,18.7,138.94,针对美国新一轮加征关税的对等反制措施
