round,hs_code,product_description,category,implementation_date,initial_tariff_rate,current_tariff_rate,annual_trade_value_millions,tariff_escalation_date
4,6206537793,男式的裙子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,57.37,
4,6414363771,鞋靴、护腿和类似品及其零件相关产品，规格型号14363771,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,82.66,
4,6452824891,鞋靴、护腿和类似品及其零件相关产品，规格型号52824891,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,26.88,
4,6296785321,儿童的上衣,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,30.99,
4,4204054064,皮革制品相关产品，规格型号04054064,皮革制品,2019-09-01,15,15,14.4,
4,6203360809,男式的裤子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,0.98,
4,6337120917,女式的裙子,其他纺织制成品,2019-09-01,15,15,65.9,
4,6313371631,女式的裤子,其他纺织制成品,2019-09-01,15,15,10.82,
4,6383878809,男式的外套,其他纺织制成品,2019-09-01,15,15,15.95,
4,6187375422,女式的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,35.46,
4,6186451323,儿童的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,53.79,
4,6102505633,女式的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,92.16,
4,9534431740,玩具、游戏或运动用品及其零件相关产品，规格型号34431740,玩具、游戏或运动用品及其零件,2019-09-01,15,15,31.11,
4,6313032691,女式的裙子,其他纺织制成品,2019-09-01,15,15,51.55,
4,6263735852,男式的上衣,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,41.4,
4,9539985307,玩具、游戏或运动用品及其零件相关产品，规格型号39985307,玩具、游戏或运动用品及其零件,2019-09-01,15,15,65.67,
4,6272488346,儿童的裤子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,57.94,
4,9529547941,玩具、游戏或运动用品及其零件相关产品，规格型号29547941,玩具、游戏或运动用品及其零件,2019-09-01,15,15,32.55,
4,6328102705,儿童的裙子,其他纺织制成品,2019-09-01,15,15,97.73,
4,6494294263,鞋靴、护腿和类似品及其零件相关产品，规格型号94294263,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,46.11,
4,4295150463,皮革制品相关产品，规格型号95150463,皮革制品,2019-09-01,15,15,27.49,
4,6426915105,鞋靴、护腿和类似品及其零件相关产品，规格型号26915105,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,73.42,
4,6229861548,女式的外套,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,69.1,
4,6263797935,男式的T恤,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,32.7,
4,6216741524,女式的上衣,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,9.39,
4,6126879626,女式的上衣,针织或钩编的服装及衣着附件,2019-09-01,15,15,55.64,
4,6410553583,鞋靴、护腿和类似品及其零件相关产品，规格型号10553583,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,6.84,
4,6419980170,鞋靴、护腿和类似品及其零件相关产品，规格型号19980170,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,99.41,
4,6367388906,儿童的上衣,其他纺织制成品,2019-09-01,15,15,16.62,
4,6343516519,儿童的裙子,其他纺织制成品,2019-09-01,15,15,51.2,
4,9526569171,玩具、游戏或运动用品及其零件相关产品，规格型号26569171,玩具、游戏或运动用品及其零件,2019-09-01,15,15,37.96,
4,6333059192,女式的外套,其他纺织制成品,2019-09-01,15,15,90.09,
4,9552962455,玩具、游戏或运动用品及其零件相关产品，规格型号52962455,玩具、游戏或运动用品及其零件,2019-09-01,15,15,83.24,
4,6426953898,鞋靴、护腿和类似品及其零件相关产品，规格型号26953898,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,87.51,
4,6466172869,鞋靴、护腿和类似品及其零件相关产品，规格型号66172869,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,97.65,
4,4290548607,皮革制品相关产品，规格型号90548607,皮革制品,2019-09-01,15,15,83.19,
4,6357215313,儿童的上衣,其他纺织制成品,2019-09-01,15,15,73.01,
4,6219812901,儿童的裤子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,25.61,
4,9526034292,玩具、游戏或运动用品及其零件相关产品，规格型号26034292,玩具、游戏或运动用品及其零件,2019-09-01,15,15,41.25,
4,6299044759,儿童的裙子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,37.92,
4,6102800511,儿童的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,70.33,
4,6229545043,女式的T恤,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,84.43,
4,6365695463,女式的裤子,其他纺织制成品,2019-09-01,15,15,56.07,
4,6460750219,鞋靴、护腿和类似品及其零件相关产品，规格型号60750219,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,60.76,
4,6138744253,女式的上衣,针织或钩编的服装及衣着附件,2019-09-01,15,15,60.07,
4,6433055569,鞋靴、护腿和类似品及其零件相关产品，规格型号33055569,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,5.19,
4,9568458320,玩具、游戏或运动用品及其零件相关产品，规格型号68458320,玩具、游戏或运动用品及其零件,2019-09-01,15,15,9.64,
4,4208501778,皮革制品相关产品，规格型号08501778,皮革制品,2019-09-01,15,15,10.99,
4,6452867494,鞋靴、护腿和类似品及其零件相关产品，规格型号52867494,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,96.54,
4,9503214991,玩具、游戏或运动用品及其零件相关产品，规格型号03214991,玩具、游戏或运动用品及其零件,2019-09-01,15,15,73.5,
4,4272291193,皮革制品相关产品，规格型号72291193,皮革制品,2019-09-01,15,15,5.44,
4,4206071084,皮革制品相关产品，规格型号06071084,皮革制品,2019-09-01,15,15,65.81,
4,9582832803,玩具、游戏或运动用品及其零件相关产品，规格型号82832803,玩具、游戏或运动用品及其零件,2019-09-01,15,15,12.62,
4,6344038409,儿童的外套,其他纺织制成品,2019-09-01,15,15,40.86,
4,6462312795,鞋靴、护腿和类似品及其零件相关产品，规格型号62312795,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,18.03,
4,6320747890,男式的裤子,其他纺织制成品,2019-09-01,15,15,7.9,
4,6399998013,女式的裙子,其他纺织制成品,2019-09-01,15,15,39.57,
4,6359190442,儿童的T恤,其他纺织制成品,2019-09-01,15,15,86.75,
4,6293253586,儿童的T恤,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,96.01,
4,6319755677,女式的裤子,其他纺织制成品,2019-09-01,15,15,49.87,
4,4219958435,皮革制品相关产品，规格型号19958435,皮革制品,2019-09-01,15,15,74.15,
4,6277444032,儿童的T恤,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,11.33,
4,6446976701,鞋靴、护腿和类似品及其零件相关产品，规格型号46976701,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,50.67,
4,6465296104,鞋靴、护腿和类似品及其零件相关产品，规格型号65296104,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,73.21,
4,9593339596,玩具、游戏或运动用品及其零件相关产品，规格型号93339596,玩具、游戏或运动用品及其零件,2019-09-01,15,15,55.74,
4,9526779231,玩具、游戏或运动用品及其零件相关产品，规格型号26779231,玩具、游戏或运动用品及其零件,2019-09-01,15,15,95.02,
4,6207930862,女式的外套,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,98.15,
4,6230732602,男式的T恤,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,36.08,
4,6129430170,儿童的上衣,针织或钩编的服装及衣着附件,2019-09-01,15,15,83.89,
4,6462379508,鞋靴、护腿和类似品及其零件相关产品，规格型号62379508,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,35.18,
4,4271509480,皮革制品相关产品，规格型号71509480,皮革制品,2019-09-01,15,15,24.22,
4,6178041005,儿童的裤子,针织或钩编的服装及衣着附件,2019-09-01,15,15,93.89,
4,4256435170,皮革制品相关产品，规格型号56435170,皮革制品,2019-09-01,15,15,49.43,
4,4298990906,皮革制品相关产品，规格型号98990906,皮革制品,2019-09-01,15,15,62.02,
4,6269830087,儿童的外套,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,86.62,
4,6352243124,男式的T恤,其他纺织制成品,2019-09-01,15,15,28.82,
4,4275003688,皮革制品相关产品，规格型号75003688,皮革制品,2019-09-01,15,15,91.16,
4,9572553521,玩具、游戏或运动用品及其零件相关产品，规格型号72553521,玩具、游戏或运动用品及其零件,2019-09-01,15,15,40.39,
4,6262761433,女式的上衣,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,40.19,
4,6185335086,儿童的外套,针织或钩编的服装及衣着附件,2019-09-01,15,15,61.1,
4,4293646965,皮革制品相关产品，规格型号93646965,皮革制品,2019-09-01,15,15,16.2,
4,4251270203,皮革制品相关产品，规格型号51270203,皮革制品,2019-09-01,15,15,75.83,
4,6382277585,女式的T恤,其他纺织制成品,2019-09-01,15,15,23.79,
4,6150257401,女式的外套,针织或钩编的服装及衣着附件,2019-09-01,15,15,94.61,
4,6350323925,儿童的T恤,其他纺织制成品,2019-09-01,15,15,67.41,
4,6150149737,男式的裤子,针织或钩编的服装及衣着附件,2019-09-01,15,15,11.19,
4,6185623218,女式的上衣,针织或钩编的服装及衣着附件,2019-09-01,15,15,94.83,
4,6430889559,鞋靴、护腿和类似品及其零件相关产品，规格型号30889559,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,91.87,
4,4246204628,皮革制品相关产品，规格型号46204628,皮革制品,2019-09-01,15,15,17.47,
4,6363156801,男式的裙子,其他纺织制成品,2019-09-01,15,15,30.15,
4,6401947029,鞋靴、护腿和类似品及其零件相关产品，规格型号01947029,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,26.64,
4,6192141658,儿童的裤子,针织或钩编的服装及衣着附件,2019-09-01,15,15,7.45,
4,6302685585,女式的裙子,其他纺织制成品,2019-09-01,15,15,11.82,
4,6104660052,男式的上衣,针织或钩编的服装及衣着附件,2019-09-01,15,15,81.66,
4,9562346333,玩具、游戏或运动用品及其零件相关产品，规格型号62346333,玩具、游戏或运动用品及其零件,2019-09-01,15,15,55.03,
4,6459697362,鞋靴、护腿和类似品及其零件相关产品，规格型号59697362,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,99.06,
4,6329076068,儿童的裤子,其他纺织制成品,2019-09-01,15,15,54.73,
4,4219883944,皮革制品相关产品，规格型号19883944,皮革制品,2019-09-01,15,15,31.88,
4,6226085704,儿童的T恤,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,0.45,
4,6346349611,男式的T恤,其他纺织制成品,2019-09-01,15,15,35.19,
4,6155464102,儿童的裙子,针织或钩编的服装及衣着附件,2019-09-01,15,15,21.79,
4,9530594403,玩具、游戏或运动用品及其零件相关产品，规格型号30594403,玩具、游戏或运动用品及其零件,2019-09-01,15,15,98.86,
4,6330771697,儿童的外套,其他纺织制成品,2019-09-01,15,15,64.22,
4,6208878697,男式的外套,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,72.49,
4,6164512149,男式的裤子,针织或钩编的服装及衣着附件,2019-09-01,15,15,79.04,
4,6205476524,儿童的裙子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,1.56,
4,9568723356,玩具、游戏或运动用品及其零件相关产品，规格型号68723356,玩具、游戏或运动用品及其零件,2019-09-01,15,15,7.84,
4,6129796169,男式的外套,针织或钩编的服装及衣着附件,2019-09-01,15,15,32.87,
4,6258047860,男式的裙子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,46.92,
4,6395901175,男式的外套,其他纺织制成品,2019-09-01,15,15,75.96,
4,9515776798,玩具、游戏或运动用品及其零件相关产品，规格型号15776798,玩具、游戏或运动用品及其零件,2019-09-01,15,15,17.65,
4,6477736076,鞋靴、护腿和类似品及其零件相关产品，规格型号77736076,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,15.85,
4,4205362451,皮革制品相关产品，规格型号05362451,皮革制品,2019-09-01,15,15,81.41,
4,6284917101,儿童的外套,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,76.48,
4,4293568030,皮革制品相关产品，规格型号93568030,皮革制品,2019-09-01,15,15,80.87,
4,9562158632,玩具、游戏或运动用品及其零件相关产品，规格型号62158632,玩具、游戏或运动用品及其零件,2019-09-01,15,15,76.72,
4,6333010720,男式的裙子,其他纺织制成品,2019-09-01,15,15,35.23,
4,4289896572,皮革制品相关产品，规格型号89896572,皮革制品,2019-09-01,15,15,59.26,
4,6325682705,女式的外套,其他纺织制成品,2019-09-01,15,15,62.59,
4,6129684777,儿童的裙子,针织或钩编的服装及衣着附件,2019-09-01,15,15,63.75,
4,6208762516,女式的裙子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,12.02,
4,9591876726,玩具、游戏或运动用品及其零件相关产品，规格型号91876726,玩具、游戏或运动用品及其零件,2019-09-01,15,15,84.23,
4,6188316085,男式的上衣,针织或钩编的服装及衣着附件,2019-09-01,15,15,64.7,
4,6442707745,鞋靴、护腿和类似品及其零件相关产品，规格型号42707745,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,77.58,
4,6367107535,儿童的裤子,其他纺织制成品,2019-09-01,15,15,87.57,
4,4237396881,皮革制品相关产品，规格型号37396881,皮革制品,2019-09-01,15,15,34.74,
4,6394217887,儿童的裤子,其他纺织制成品,2019-09-01,15,15,75.6,
4,6110356464,儿童的裙子,针织或钩编的服装及衣着附件,2019-09-01,15,15,98.22,
4,6208277115,男式的外套,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,29.69,
4,6439002920,鞋靴、护腿和类似品及其零件相关产品，规格型号39002920,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,24.67,
4,6203457181,儿童的裙子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,94.19,
4,6465167557,鞋靴、护腿和类似品及其零件相关产品，规格型号65167557,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,76.46,
4,9532048182,玩具、游戏或运动用品及其零件相关产品，规格型号32048182,玩具、游戏或运动用品及其零件,2019-09-01,15,15,37.56,
4,6484357761,鞋靴、护腿和类似品及其零件相关产品，规格型号84357761,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,99.28,
4,4288497752,皮革制品相关产品，规格型号88497752,皮革制品,2019-09-01,15,15,64.45,
4,4294158470,皮革制品相关产品，规格型号94158470,皮革制品,2019-09-01,15,15,23.47,
4,6427518383,鞋靴、护腿和类似品及其零件相关产品，规格型号27518383,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,44.94,
4,6260668642,儿童的T恤,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,54.21,
4,6188165032,儿童的上衣,针织或钩编的服装及衣着附件,2019-09-01,15,15,71.59,
4,6336869096,男式的裙子,其他纺织制成品,2019-09-01,15,15,69.22,
4,6358364609,男式的T恤,其他纺织制成品,2019-09-01,15,15,67.58,
4,6201765088,男式的裙子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,52.45,
4,6280749337,男式的裤子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,10.8,
4,9566010862,玩具、游戏或运动用品及其零件相关产品，规格型号66010862,玩具、游戏或运动用品及其零件,2019-09-01,15,15,98.02,
4,6491770758,鞋靴、护腿和类似品及其零件相关产品，规格型号91770758,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,60.85,
4,9522421327,玩具、游戏或运动用品及其零件相关产品，规格型号22421327,玩具、游戏或运动用品及其零件,2019-09-01,15,15,15.83,
4,9588098890,玩具、游戏或运动用品及其零件相关产品，规格型号88098890,玩具、游戏或运动用品及其零件,2019-09-01,15,15,69.84,
4,6117457374,女式的裙子,针织或钩编的服装及衣着附件,2019-09-01,15,15,81.07,
4,6424704917,鞋靴、护腿和类似品及其零件相关产品，规格型号24704917,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,24.25,
4,4244748136,皮革制品相关产品，规格型号44748136,皮革制品,2019-09-01,15,15,36.34,
4,6175554983,男式的上衣,针织或钩编的服装及衣着附件,2019-09-01,15,15,58.1,
4,6129700064,女式的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,58.7,
4,6491713782,鞋靴、护腿和类似品及其零件相关产品，规格型号91713782,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,63.08,
4,6123265155,男式的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,14.24,
4,4242495826,皮革制品相关产品，规格型号42495826,皮革制品,2019-09-01,15,15,0.12,
4,6375155678,男式的裤子,其他纺织制成品,2019-09-01,15,15,96.06,
4,9525741735,玩具、游戏或运动用品及其零件相关产品，规格型号25741735,玩具、游戏或运动用品及其零件,2019-09-01,15,15,7.76,
4,9526120563,玩具、游戏或运动用品及其零件相关产品，规格型号26120563,玩具、游戏或运动用品及其零件,2019-09-01,15,15,14.92,
4,6135449629,女式的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,87.99,
4,4257497441,皮革制品相关产品，规格型号57497441,皮革制品,2019-09-01,15,15,39.74,
4,6149675654,女式的裙子,针织或钩编的服装及衣着附件,2019-09-01,15,15,54.85,
4,6379288970,男式的T恤,其他纺织制成品,2019-09-01,15,15,78.16,
4,6483542454,鞋靴、护腿和类似品及其零件相关产品，规格型号83542454,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,39.37,
4,6324483081,男式的裤子,其他纺织制成品,2019-09-01,15,15,86.64,
4,6491789715,鞋靴、护腿和类似品及其零件相关产品，规格型号91789715,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,43.88,
4,4239226931,皮革制品相关产品，规格型号39226931,皮革制品,2019-09-01,15,15,57.72,
4,6169206159,女式的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,21.73,
4,6418364511,鞋靴、护腿和类似品及其零件相关产品，规格型号18364511,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,58.02,
4,6323952209,男式的外套,其他纺织制成品,2019-09-01,15,15,60.52,
4,6316499196,儿童的T恤,其他纺织制成品,2019-09-01,15,15,37.08,
4,6128349445,儿童的裤子,针织或钩编的服装及衣着附件,2019-09-01,15,15,30.18,
4,4257724145,皮革制品相关产品，规格型号57724145,皮革制品,2019-09-01,15,15,19.84,
4,6248885392,男式的外套,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,79.69,
4,6364114548,儿童的裤子,其他纺织制成品,2019-09-01,15,15,40.44,
4,6136118202,女式的裤子,针织或钩编的服装及衣着附件,2019-09-01,15,15,43.89,
4,6380652686,男式的T恤,其他纺织制成品,2019-09-01,15,15,87.95,
4,6409971009,鞋靴、护腿和类似品及其零件相关产品，规格型号09971009,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,58.14,
4,6352614171,男式的外套,其他纺织制成品,2019-09-01,15,15,17.21,
4,6430267165,鞋靴、护腿和类似品及其零件相关产品，规格型号30267165,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,21.88,
4,6379419250,男式的上衣,其他纺织制成品,2019-09-01,15,15,68.71,
4,6110711752,儿童的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,9.32,
4,6325703800,男式的上衣,其他纺织制成品,2019-09-01,15,15,85.28,
4,6472092888,鞋靴、护腿和类似品及其零件相关产品，规格型号72092888,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,7.19,
4,6423672183,鞋靴、护腿和类似品及其零件相关产品，规格型号23672183,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,30.76,
4,6245076642,儿童的T恤,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,12.97,
4,6133987468,儿童的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,64.82,
4,6469333882,鞋靴、护腿和类似品及其零件相关产品，规格型号69333882,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,66.33,
4,9506475656,玩具、游戏或运动用品及其零件相关产品，规格型号06475656,玩具、游戏或运动用品及其零件,2019-09-01,15,15,57.29,
4,6145008235,女式的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,24.4,
4,4216561097,皮革制品相关产品，规格型号16561097,皮革制品,2019-09-01,15,15,52.57,
4,6110064037,女式的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,60.52,
4,9544644600,玩具、游戏或运动用品及其零件相关产品，规格型号44644600,玩具、游戏或运动用品及其零件,2019-09-01,15,15,74.23,
4,6361252581,女式的上衣,其他纺织制成品,2019-09-01,15,15,89.35,
4,6265834489,儿童的外套,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,47.27,
4,6187540497,儿童的上衣,针织或钩编的服装及衣着附件,2019-09-01,15,15,60.07,
4,4221058122,皮革制品相关产品，规格型号21058122,皮革制品,2019-09-01,15,15,13.53,
4,6231282555,女式的裙子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,83.03,
4,6330905392,男式的裤子,其他纺织制成品,2019-09-01,15,15,88.02,
4,6454285971,鞋靴、护腿和类似品及其零件相关产品，规格型号54285971,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,10.47,
4,4270831568,皮革制品相关产品，规格型号70831568,皮革制品,2019-09-01,15,15,65.12,
4,9568459495,玩具、游戏或运动用品及其零件相关产品，规格型号68459495,玩具、游戏或运动用品及其零件,2019-09-01,15,15,46.7,
4,4232960368,皮革制品相关产品，规格型号32960368,皮革制品,2019-09-01,15,15,44.76,
4,6379060213,女式的裤子,其他纺织制成品,2019-09-01,15,15,35.81,
4,6348410827,女式的上衣,其他纺织制成品,2019-09-01,15,15,77.16,
4,6347297341,儿童的T恤,其他纺织制成品,2019-09-01,15,15,67.7,
4,4286822603,皮革制品相关产品，规格型号86822603,皮革制品,2019-09-01,15,15,70.49,
4,6346372783,女式的T恤,其他纺织制成品,2019-09-01,15,15,22.86,
4,6229072898,儿童的T恤,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,91.95,
4,6421425355,鞋靴、护腿和类似品及其零件相关产品，规格型号21425355,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,84.92,
4,6299627602,儿童的裤子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,21.62,
4,6407049853,鞋靴、护腿和类似品及其零件相关产品，规格型号07049853,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,91.06,
4,4237396821,皮革制品相关产品，规格型号37396821,皮革制品,2019-09-01,15,15,28.18,
4,6239960235,儿童的裙子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,82.75,
4,6127541021,男式的外套,针织或钩编的服装及衣着附件,2019-09-01,15,15,21.76,
4,9504992298,玩具、游戏或运动用品及其零件相关产品，规格型号04992298,玩具、游戏或运动用品及其零件,2019-09-01,15,15,41.02,
4,6432418544,鞋靴、护腿和类似品及其零件相关产品，规格型号32418544,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,88.73,
4,4217552072,皮革制品相关产品，规格型号17552072,皮革制品,2019-09-01,15,15,34.28,
4,6333660412,儿童的T恤,其他纺织制成品,2019-09-01,15,15,7.09,
4,9530199726,玩具、游戏或运动用品及其零件相关产品，规格型号30199726,玩具、游戏或运动用品及其零件,2019-09-01,15,15,72.7,
4,4296178423,皮革制品相关产品，规格型号96178423,皮革制品,2019-09-01,15,15,58.89,
4,6280028804,儿童的T恤,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,46.66,
4,6192974313,男式的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,82.14,
4,6382025213,男式的裤子,其他纺织制成品,2019-09-01,15,15,86.41,
4,6344157006,男式的T恤,其他纺织制成品,2019-09-01,15,15,28.0,
4,6364980217,儿童的外套,其他纺织制成品,2019-09-01,15,15,1.65,
4,6364786156,女式的裙子,其他纺织制成品,2019-09-01,15,15,28.0,
4,4248682874,皮革制品相关产品，规格型号48682874,皮革制品,2019-09-01,15,15,14.76,
4,6421807561,鞋靴、护腿和类似品及其零件相关产品，规格型号21807561,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,12.71,
4,6118944684,女式的裙子,针织或钩编的服装及衣着附件,2019-09-01,15,15,80.95,
4,6142107552,儿童的裙子,针织或钩编的服装及衣着附件,2019-09-01,15,15,83.47,
4,6276602503,男式的上衣,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,91.05,
4,9546154524,玩具、游戏或运动用品及其零件相关产品，规格型号46154524,玩具、游戏或运动用品及其零件,2019-09-01,15,15,53.66,
4,4252244942,皮革制品相关产品，规格型号52244942,皮革制品,2019-09-01,15,15,45.14,
4,6452039704,鞋靴、护腿和类似品及其零件相关产品，规格型号52039704,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,15.96,
4,9562590993,玩具、游戏或运动用品及其零件相关产品，规格型号62590993,玩具、游戏或运动用品及其零件,2019-09-01,15,15,1.16,
4,4206741002,皮革制品相关产品，规格型号06741002,皮革制品,2019-09-01,15,15,12.74,
4,4297425401,皮革制品相关产品，规格型号97425401,皮革制品,2019-09-01,15,15,12.23,
4,4206971691,皮革制品相关产品，规格型号06971691,皮革制品,2019-09-01,15,15,61.44,
4,6449254502,鞋靴、护腿和类似品及其零件相关产品，规格型号49254502,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,37.09,
4,6318690542,儿童的裙子,其他纺织制成品,2019-09-01,15,15,81.02,
4,6387909324,男式的裤子,其他纺织制成品,2019-09-01,15,15,86.95,
4,4257920163,皮革制品相关产品，规格型号57920163,皮革制品,2019-09-01,15,15,98.89,
4,9575927783,玩具、游戏或运动用品及其零件相关产品，规格型号75927783,玩具、游戏或运动用品及其零件,2019-09-01,15,15,88.89,
4,6130158622,女式的上衣,针织或钩编的服装及衣着附件,2019-09-01,15,15,92.4,
4,9593662852,玩具、游戏或运动用品及其零件相关产品，规格型号93662852,玩具、游戏或运动用品及其零件,2019-09-01,15,15,76.52,
4,9591003643,玩具、游戏或运动用品及其零件相关产品，规格型号91003643,玩具、游戏或运动用品及其零件,2019-09-01,15,15,81.8,
4,6372512316,男式的裤子,其他纺织制成品,2019-09-01,15,15,58.72,
4,4287135483,皮革制品相关产品，规格型号87135483,皮革制品,2019-09-01,15,15,17.38,
4,6292124488,女式的裙子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,98.82,
4,6227686942,儿童的裤子,非针织或非钩编的服装及衣着附件,2019-09-01,15,15,26.32,
4,6335043701,男式的上衣,其他纺织制成品,2019-09-01,15,15,41.07,
4,6149855482,男式的外套,针织或钩编的服装及衣着附件,2019-09-01,15,15,50.82,
4,4214684440,皮革制品相关产品，规格型号14684440,皮革制品,2019-09-01,15,15,75.41,
4,4264784396,皮革制品相关产品，规格型号64784396,皮革制品,2019-09-01,15,15,84.13,
4,6181070942,女式的裙子,针织或钩编的服装及衣着附件,2019-09-01,15,15,84.43,
4,4230285739,皮革制品相关产品，规格型号30285739,皮革制品,2019-09-01,15,15,22.06,
4,4273674185,皮革制品相关产品，规格型号73674185,皮革制品,2019-09-01,15,15,11.21,
4,6156487391,男式的T恤,针织或钩编的服装及衣着附件,2019-09-01,15,15,24.54,
4,9542363649,玩具、游戏或运动用品及其零件相关产品，规格型号42363649,玩具、游戏或运动用品及其零件,2019-09-01,15,15,61.0,
4,6336448134,儿童的外套,其他纺织制成品,2019-09-01,15,15,5.02,
4,6341127393,男式的裤子,其他纺织制成品,2019-09-01,15,15,84.25,
4,6136052124,男式的裙子,针织或钩编的服装及衣着附件,2019-09-01,15,15,48.44,
4,4259716654,皮革制品相关产品，规格型号59716654,皮革制品,2019-09-01,15,15,25.03,
4,4293186242,皮革制品相关产品，规格型号93186242,皮革制品,2019-09-01,15,15,34.02,
4,4267208782,皮革制品相关产品，规格型号67208782,皮革制品,2019-09-01,15,15,76.62,
4,6419494336,鞋靴、护腿和类似品及其零件相关产品，规格型号19494336,鞋靴、护腿和类似品及其零件,2019-09-01,15,15,41.58,
4,6392510638,女式的裙子,其他纺织制成品,2019-09-01,15,15,61.31,
